Id_Estimacion_Amortizacion_Desglose,Id_Estimacion,Id_Contrato_Ampliacion,Concepto,Importe_Contratado,Actual,Anterior,Acumulado,Por_Ejercer,Porcentaje_Anticipo,Importe_Anticipo,Actual_Amortizacion,Anterior_Amortizacion,Acumulado_Amortizacion,Por_Amortizar
370,455,44,AMPLIACIÓN 1,7836699.16,0,0,0,7836699.16,30,2351009.73,0,0,0,2351009.73
371,557,,CONTRATO,31401152.27,314203.55,4248286.21,4562489.76,26838662.51,30,9420345.78,94261.07,1274485.87,1368746.94,8051598.84
372,557,44,AMPLIACIÓN 1,7836699.16,0,0,0,7836699.16,30,2351009.73,0,0,0,2351009.73
373,587,,CONTRATO,31401152.27,724649.58,4562489.76,5287139.34,26114012.93,30,9420345.78,217394.87,1368746.94,1586141.81,7834203.97
374,587,44,AMPLIACIÓN 1,7836699.16,0,0,0,7836699.16,30,2351009.73,0,0,0,2351009.73
375,634,,CONTRATO,31401152.27,97206,5287139.34,5384345.34,26016806.93,30,9420345.78,29161.8,1586141.81,1615303.61,7805042.17
376,634,44,AMPLIACIÓN 1,7836699.16,0,0,0,7836699.16,30,2351009.73,0,0,0,2351009.73
377,674,,CONTRATO,31401152.27,462594.93,5384345.34,5846940.27,25554212,30,9420345.78,138778.48,1615303.61,1754082.09,7666263.69
378,674,44,AMPLIACIÓN 1,7836699.16,0,0,0,7836699.16,30,2351009.73,0,0,0,2351009.73
379,675,,CONTRATO,31401152.27,239602.12,5846940.27,6086542.39,25314609.88,30,9420345.78,71880.64,1754082.09,1825962.73,7594383.05
380,675,44,AMPLIACIÓN 1,7836699.16,0,0,0,7836699.16,30,2351009.73,0,0,0,2351009.73
381,722,,CONTRATO,31401152.27,1913477.08,6086542.39,8000019.47,23401132.8,30,9420345.78,574043.12,1825962.73,2400005.85,7020339.93
382,722,44,AMPLIACIÓN 1,7836699.16,0,0,0,7836699.16,30,2351009.73,0,0,0,2351009.73
383,868,,CONTRATO,31401152.27,2441342.33,8000019.47,10441361.8,20959790.47,30,9420345.78,732402.7,2400005.85,3132408.55,6287937.23
384,868,44,AMPLIACIÓN 1,7836699.16,0,0,0,7836699.16,30,2351009.73,0,0,0,2351009.73
385,869,,CONTRATO,31401152.27,694863.49,10441361.8,11136225.29,20264926.98,30,9420345.78,208459.05,3132408.55,3340867.6,6079478.18
386,869,44,AMPLIACIÓN 1,7836699.16,0,0,0,7836699.16,30,2351009.73,0,0,0,2351009.73
387,870,,CONTRATO,31401152.27,1326929.86,11136225.29,12463155.15,18937997.12,30,9420345.78,398078.96,3340867.6,3738946.56,5681399.22
388,870,44,AMPLIACIÓN 1,7836699.16,0,0,0,7836699.16,30,2351009.73,0,0,0,2351009.73
389,871,,CONTRATO,31401152.27,257115.8,12463155.15,12720270.95,18680881.32,30,9420345.78,77134.74,3738946.56,3816081.3,5604264.48
390,871,44,AMPLIACIÓN 1,7836699.16,0,0,0,7836699.16,30,2351009.73,0,0,0,2351009.73
