Id_Contrato_Descuento,Id_Contrato,Id_Descuento,Importe
111365,737,4,0.005
111366,738,2,0.005
111367,739,1,0.002
111368,739,3,0.01
111369,740,1,0.002
111370,740,3,0.01
111371,741,1,0.002
111372,741,3,0.01
111373,742,1,0.002
111374,742,3,0.01
111375,743,1,0.002
111376,743,3,0.01
111377,744,1,0.002
111378,744,3,0.01
111379,745,1,0.002
111380,745,3,0.01
111381,746,1,0.002
111382,746,3,0.01
111385,747,1,0.002
111386,747,3,0.01
111387,748,1,0.002
111388,748,3,0.01
111389,749,1,0.002
111390,749,3,0.01
111391,750,1,0.002
111392,750,3,0.01
111393,751,1,0.002
111394,751,3,0.01
111395,656,7,0.01
111396,656,6,0.1
111397,631,7,0.01
111398,631,6,0.1
111399,752,1,0.002
111400,752,3,0.01
111401,728,6,0.1
111402,728,7,0.01
111403,599,7,0.01
111404,599,6,0.1
111405,753,4,0.005
111406,753,7,0.01
111407,753,6,0.1
111408,754,1,0.002
111409,754,3,0.01
111410,755,1,0.002
111411,755,3,0.01
111412,756,1,0.002
111413,756,3,0.01
111414,757,1,0.002
111415,757,3,0.01
111416,758,1,0.002
111417,758,3,0.01
111418,674,6,0.1
111419,674,7,0.01
111420,674,4,0.005
111421,759,1,0.002
111422,759,3,0.01
111423,760,4,0.005
111424,761,2,0.005
111425,762,1,0.002
111426,762,3,0.01
111427,10,1,0.002
111428,10,3,0.01
111429,763,2,0.005
111430,764,1,0.002
111431,764,3,0.01
111432,765,1,0.002
111433,765,3,0.01
111434,766,1,0.002
111435,766,3,0.01
111436,767,1,0.002
111437,767,3,0.01
111438,768,1,0.002
111439,768,3,0.01
111442,769,1,0.002
111443,769,3,0.01
111444,770,1,0.002
111445,770,3,0.01
111446,771,1,0.002
111447,771,3,0.01
111448,772,2,0.005
111449,773,1,0.002
111450,773,3,0.01
111451,774,1,0.002
111452,774,3,0.01
111453,775,3,0.01
