Id_Estimacion_Amortizacion_Desglose,Id_Estimacion,Id_Contrato_Ampliacion,Concepto,Importe_Contratado,Actual,Anterior,Acumulado,Por_Ejercer,Porcentaje_Anticipo,Importe_Anticipo,Actual_Amortizacion,Anterior_Amortizacion,Acumulado_Amortizacion,Por_Amortizar
709,682,,CONTRATO,1033313.57,126312.05,46119.19,172431.24,860882.33,30,309994.07,37893.62,13835.76,51729.38,258264.69
710,683,,CONTRATO,895000.2,179038.77,0,179038.77,715961.43,30,268500.06,53711.63,0,53711.63,214788.43
711,684,,CONTRATO,1118247.37,91070.75,0,91070.75,1027176.62,30,335474.21,27321.23,0,27321.23,308152.98
712,685,,CONTRATO,783889.64,177585.95,0,177585.95,606303.69,30,235166.89,53275.79,0,53275.79,181891.1
713,686,,CONTRATO,1118247.37,316476.61,91070.75,407547.36,710700.01,30,335474.21,94942.98,27321.23,122264.21,213210
714,687,,CONTRATO,350393.72,0.01,350393.71,350393.72,0,0,0,0,0,0,0
715,687,11,AMPLIACIÓN 1,134428.03,113548.03,20880,134428.03,0,0,0,0,0,0,0
716,688,,CONTRATO,2489528.47,78621.1,0,78621.1,2410907.37,30,746858.54,23586.33,0,23586.33,723272.21
717,689,,CONTRATO,363378.43,0,363378.43,363378.43,0,0,0,0,0,0,0
718,689,5,AMPLIACIÓN 1,145252.28,11141.59,134110.69,145252.28,0,0,0,0,0,0,0
719,689,19,AMPLIACIÓN 2,264177.62,135623.76,0,135623.76,128553.86,0,0,0,0,0,0
720,690,,CONTRATO,5623941.26,621020.56,21094.9,642115.46,4981825.8,30,1687182.38,186306.17,6328.47,192634.64,1494547.74
721,691,,CONTRATO,627518.89,104426.66,189013.15,293439.81,334079.08,30,188255.66,31328,56703.94,88031.94,100223.72
722,692,,CONTRATO,19223383.39,187651.26,6598728.74,6786380,12437003.39,30,5767015.01,56295.38,1979618.62,2035914,3731101.01
724,694,,CONTRATO,2631646.67,281401.3,623698.17,905099.47,1726547.2,30,789494,84420.39,187109.45,271529.84,517964.16
725,695,,CONTRATO,830853.86,61327.65,85036.07,146363.72,684490.14,30,249256.16,18398.3,25510.82,43909.12,205347.04
728,697,,CONTRATO,939435.66,303093.84,59607.84,362701.68,576733.98,30,281830.69,90928.15,17882.35,108810.5,173020.19
