Id_Estimacion_Amortizacion_Desglose,Id_Estimacion,Id_Contrato_Ampliacion,Concepto,Importe_Contratado,Actual,Anterior,Acumulado,Por_Ejercer,Porcentaje_Anticipo,Importe_Anticipo,Actual_Amortizacion,Anterior_Amortizacion,Acumulado_Amortizacion,Por_Amortizar
186,2455,,CONTRATO,1610103.59,91052.05,1519051.54,1610103.59,0,30,483031.08,27315.62,455715.46,483031.08,0
187,2455,36,AMPLIACIÓN 1,377539.9,2820.97,0,2820.97,374718.93,70,264277.93,846.28,0,846.28,263431.65
188,2456,,CONTRATO,1610103.59,0,1610103.59,1610103.59,0,30,483031.08,0,483031.08,483031.08,0
189,2456,36,AMPLIACIÓN 1,377539.9,93873.02,2820.97,96693.99,280845.91,70,264277.93,92901.92,846.28,93748.2,170529.73
190,2478,,CONTRATO,1610103.59,0,1610103.59,1610103.59,0,30,483031.08,0,483031.08,483031.08,0
191,2478,36,AMPLIACIÓN 1,377539.9,155746.62,96693.99,252440.61,125099.29,70,264277.93,170529.73,93748.2,264277.93,0
192,77,,CONTRATO,39431540.32,3099808.23,0,3099808.23,36331732.09,30,11829462.1,929942.47,0,929942.47,10899519.63
193,77,153,AMPLIACIÓN 1,1772113.08,0,0,0,1772113.08,0,0,0,0,0,0
194,77,154,AMPLIACIÓN 2,1633086.59,0,0,0,1633086.59,0,0,0,0,0,0
195,195,,CONTRATO,39431540.32,568308.62,3099808.23,3668116.85,35763423.47,30,11829462.1,170492.59,929942.47,1100435.06,10729027.04
196,195,153,AMPLIACIÓN 1,1772113.08,0,0,0,1772113.08,0,0,0,0,0,0
197,195,154,AMPLIACIÓN 2,1633086.59,0,0,0,1633086.59,0,0,0,0,0,0
198,196,,CONTRATO,39431540.32,238765.67,3668116.85,3906882.52,35524657.8,30,11829462.1,71629.7,1100435.06,1172064.76,10657397.34
199,196,153,AMPLIACIÓN 1,1772113.08,0,0,0,1772113.08,0,0,0,0,0,0
200,196,154,AMPLIACIÓN 2,1633086.59,0,0,0,1633086.59,0,0,0,0,0,0
201,197,,CONTRATO,39431540.32,2521101.66,3906882.52,6427984.18,33003556.14,30,11829462.1,756330.5,1172064.76,1928395.26,9901066.84
202,197,153,AMPLIACIÓN 1,1772113.08,0,0,0,1772113.08,0,0,0,0,0,0
203,197,154,AMPLIACIÓN 2,1633086.59,0,0,0,1633086.59,0,0,0,0,0,0
204,350,,CONTRATO,39431540.32,1954653.56,7412083.61,9366737.17,30064803.15,30,11829462.1,586396.07,2223625.09,2810021.16,9019440.94
205,350,153,AMPLIACIÓN 1,1772113.08,0,0,0,1772113.08,0,0,0,0,0,0
206,350,154,AMPLIACIÓN 2,1633086.59,0,0,0,1633086.59,0,0,0,0,0,0
207,677,,CONTRATO,39431540.32,984099.43,6427984.18,7412083.61,32019456.71,30,11829462.1,295229.83,1928395.26,2223625.09,9605837.01
208,677,153,AMPLIACIÓN 1,1772113.08,0,0,0,1772113.08,0,0,0,0,0,0
209,677,154,AMPLIACIÓN 2,1633086.59,0,0,0,1633086.59,0,0,0,0,0,0
210,802,,CONTRATO,39431540.32,2030812.55,9366737.17,11397549.72,28033990.6,30,11829462.1,609243.77,2810021.16,3419264.93,8410197.17
211,802,153,AMPLIACIÓN 1,1772113.08,0,0,0,1772113.08,0,0,0,0,0,0
212,802,154,AMPLIACIÓN 2,1633086.59,0,0,0,1633086.59,0,0,0,0,0,0
213,1274,,CONTRATO,39431540.32,1232332.89,11397549.72,12629882.61,26801657.71,30,11829462.1,369699.87,3419264.93,3788964.8,8040497.3
214,1274,153,AMPLIACIÓN 1,1772113.08,0,0,0,1772113.08,0,0,0,0,0,0
215,1274,154,AMPLIACIÓN 2,1633086.59,0,0,0,1633086.59,0,0,0,0,0,0
216,1629,,CONTRATO,39431540.32,1886101.97,12629882.61,14515984.58,24915555.74,30,11829462.1,565830.59,3788964.8,4354795.39,7474666.71
217,1629,153,AMPLIACIÓN 1,1772113.08,0,0,0,1772113.08,0,0,0,0,0,0
