Id_Oficio_Asignacion,Numero_Asignacion,Numero_Oficio_Asignacion,Fecha_Oficio_Asignacion,Id_Contratista,Id_Supervisor_Externo,Id_Supervisor_Interno,Observaciones_Generales,Tipo_Obra_Proyecto,Id_Modalidad,Id_Coordinador,Area
363,DGOP/0322/OBRA/2018,DGOP/0322/OBRA/2018,Oct 16 2018 12:00AM,724,,92,,Obra,1,92,Construcción
364,DGOP/0323/OBRA/2018 ,DGOP/0323/OBRA/2018 ,Oct 16 2018 12:00AM,457,,55,,Obra,1,55,Construcción
365,DGOP/0324/OBRA/2018 ,DGOP/0324/OBRA/2018 ,Oct 17 2018 12:00AM,686,,55,,Obra,1,55,Construcción
366,DGOP/0325/OBRA/2018 ,DGOP/0325/OBRA/2018 ,Oct 17 2018 12:00AM,780,,55,,Obra,1,55,Construcción
367,DGOP/0326/OBRA/2018,DGOP/0326/OBRA/2018,Oct 17 2018 12:00AM,781,,55,,Obra,1,55,Construcción
368,DGOP/0327/OBRA/2018,DGOP/0327/OBRA/2018,Nov  9 2018 12:00AM,347,,73,,Obra,1,73,Construcción
369,DGOP/0328/PROY/2018,DGOP/0328/PROY/2018,Oct 18 2018 12:00AM,790,,81,,Proyecto,1,81,Proyectos
370,DGOP/0329/CONT/2019,DGOP/0329/CONT/2019,Oct 18 2018 12:00AM,593,403,56,,Obra,1,61,Construcción
371,DGOP/0330/CONT/2018,DGOP/0330/CONT/2018,Oct 19 2018 12:00AM,276,683,56,,Obra,1,61,Construcción
372,DGOP/0331/CONT/2018,DGOP/0331/CONT/2018,Oct 18 2018 12:00AM,636,,80,,Obra,1,80,Construcción
373,DGOP/0332/CONT/2018,DGOP/0332/CONT/2018,Oct 19 2018 12:00AM,747,,73,,Obra,1,73,Construcción
374,GDOP/0334/CONT/2018,GDOP/0334/CONT/2018,Oct 18 2018 12:00AM,456,,73,,Obra,1,73,Construcción
375,DGOP/0335/CONT/2018,DGOP/0335/CONT/2018,Oct 25 2018 12:00AM,363,759,56,,Obra,1,95,Construcción
376,DGOP/0336/PROY/2018,DGOP/0336/PROY/2018,Oct 25 2018 12:00AM,261,,83,,Proyecto,1,83,Proyectos
377,DGOP/0337/CONT/2018,DGOP/0337/CONT/2018,Oct 25 2018 12:00AM,343,,83,,Obra,1,83,Construcción
378,DGOP/0338/PROY/2018,DGOP/0338/PROY/2018,Oct 25 2018 12:00AM,639,,75,,Proyecto,1,75,Proyectos
379,DGOP/0339/CONT/2018,DGOP/0339/CONT/2018,Oct 25 2018 12:00AM,505,,80,,Obra,1,80,Construcción
380,DGOP/0340/CONT/2018,DGOP/0340/CONT/2018,Oct 25 2018 12:00AM,26,,55,,Obra,1,55,Construcción
381,DGOP/0341/CONT/2018,DGOP/0341/CONT/2018,Oct 25 2018 12:00AM,612,755,60,,Obra,1,54,Construcción
382,DGOP/0343/CONT/2018,DGOP/0343/CONT/2018,Oct 25 2018 12:00AM,669,,55,,Obra,1,55,Construcción
383,DGOP/0344/CONT/2018,DGOP/0344/CONT/2018,Oct 25 2018 12:00AM,371,,84,,Obra,1,84,Construcción
384,DGOP/0345/OBRA/2018,DGOP/0345/OBRA/2018,Oct 25 2018 12:00AM,782,89,56,,Obra,3,61,Construcción
385,DGOP/0333/OBRA/2018 ,DGOP/0333/OBRA/2018 ,Oct 25 2018 12:00AM,686,,55,,Obra,1,55,Construcción
386,DGOP/0353/CONT/2018,DGOP/0353/CONT/2018,Oct 25 2018 12:00AM,365,529,95,,Obra,1,95,Construcción
388,DGOP/0357/CONT/2018,DGOP/0357/CONT/2018,Nov 15 2018 12:00AM,364,,72,,Obra,1,72,Construcción
389,DGOP/0358/CONT/2018   ,DGOP/0358/CONT/2018   ,Nov  5 2018 12:00AM,365,,62,,Obra,1,62,Construcción
390,DGOP/0349/CONT/2018,DGOP/0349/CONT/2018,Nov  5 2018 12:00AM,783,,57,,Obra,1,57,Construcción
391,DGOP/0360/CONT/2018,DGOP/0360/CONT/2018,Nov  5 2018 12:00AM,733,732,56,,Obra,1,54,Construcción
392,DGOP/0371/PROY/2018,DGOP/0371/PROY/2018,Nov  5 2018 12:00AM,646,,20,,Proyecto,1,20,Proyectos
393,DGOP/0369/CONT/2018,DGOP/0369/CONT/2018,Nov 15 2018 12:00AM,724,,68,,Obra,1,68,Construcción
394,DGOP/0359/CONT/2018,DGOP/0359/CONT/2018,Nov 15 2018 12:00AM,750,,80,,Obra,1,80,Construcción
395,DGOP/0348/CONT/2018,DGOP/0348/CONT/2018,Nov 15 2018 12:00AM,438,730,88,,Obra,1,62,Construcción
396,DGOP/0361/CONT/2018,DGOP/0361/CONT/2018,Nov 12 2018 12:00AM,669,732,59,,Obra,1,54,Construcción
397,DGOP/0363/CONT/2018,DGOP/0363/CONT/2018,Nov 12 2018 12:00AM,365,771,88,,Obra,1,54,Construcción
398,DGOP/0354/CONT/2018,DGOP/0354/CONT/2018,Nov 12 2018 12:00AM,365,529,95,,Obra,1,95,Construcción
399,DGOP/0351/CONT/2018,DGOP/0351/CONT/2018,Nov 12 2018 12:00AM,661,,55,,Obra,1,55,Construcción
400,DGOP/0350/CONT/2018,DGOP/0350/CONT/2018,Nov 16 2018 12:00AM,661,,95,,Obra,1,95,Construcción
401,DGOP/0362/CONT/2018,DGOP/0362/CONT/2018,Nov 12 2018 12:00AM,364,771,58,,Obra,1,54,Construcción
402,DGOP/0265/OBRA/2018,DGOP/0265/OBRA/2018,Sep  7 2018 12:00AM,522,309,55,,Obra,1,55,Construcción
403,DGOP/0347/CONT/2018,DGOP/0347/CONT/2018,Oct 25 2018 12:00AM,275,106,56,,Obra,1,61,Construcción
404,DGOP/0267/CONT/2018,DGOP/0267/CONT/2018,Nov 16 2018 12:00AM,622,729,58,,Obra,1,61,Construcción
405,DGOP/0374/CONT/2018,DGOP/0374/CONT/2018,Oct 29 2018 12:00AM,120,616,70,,Obra,3,70,Construcción
406,DGOP/0366/CONT/2018,DGOP/0366/CONT/2018,Nov 20 2018 12:00AM,67,271,56,,Obra,3,61,Construcción
407,DGOP/0373/PROY/2018,DGOP/0373/PROY/2018,Nov 20 2018 12:00AM,773,,21,,Proyecto,1,21,Proyectos
408,DGOP/0368/CONT/2018,DGOP/0368/CONT/2018,Nov 15 2018 12:00AM,457,,96,,Obra,1,96,Construcción
409,DGOP/0365/CONT/2018,DGOP/0365/CONT/2018,Nov 15 2018 12:00AM,583,464,88,,Obra,1,54,Construcción
410,DGOP/0279/CONT/2018,DGOP/0279/CONT/2018,Nov 26 2018 12:00AM,616,,55,,Obra,1,55,Construcción
411,DGOP/0375/CONT/2018,DGOP/0375/CONT/2018,Nov 26 2018 12:00AM,516,760,59,,Obra,1,54,Construcción
412,DGOP/0367/CONT/2018,DGOP/0367/CONT/2018,Nov 19 2018 12:00AM,364,762,58,,Obra,1,95,Construcción
413,DGOP/0381/CONTRATO/2018,DGOP/0381/CONTRATO/2018,Nov 28 2018 12:00AM,247,,55,,Obra,1,70,Mantenimiento
414,DGOP/0376/CONT/2018,DGOP/0376/CONT/2018,Nov 28 2018 12:00AM,16,,55,,Obra,1,80,Construcción
415,DGOP/0377/CONT/2018,DGOP/0377/CONT/2018,Nov 28 2018 12:00AM,16,,55,,Obra,1,55,Construcción
416,DGOP/0378/CONT/2018,DGOP/0378/CONT/2018,Nov 28 2018 12:00AM,347,,55,,Obra,1,55,Construcción
417,DGOP/0379/CONT/2018,DGOP/0379/CONT/2018,Nov 28 2018 12:00AM,576,,55,,Obra,1,55,Construcción
418,DGOP/0262/PROY/2018,DGOP/0262/PROY/2018,Sep  7 2018 12:00AM,688,,89,,Proyecto,1,89,Proyectos
419,DGOP/0384/CONT/2018,DGOP/0384/CONT/2018,Nov 29 2018 12:00AM,636,,55,,Obra,1,55,Construcción
420,DGOP/0385/CONT/2018,DGOP/0385/CONT/2018,Nov 29 2018 12:00AM,636,,55,,Obra,1,55,Construcción
421,DGOP/0383/CONT/2018,DGOP/0383/CONT/2018,Nov 29 2018 12:00AM,55,,55,,Obra,1,55,Construcción
422,DGOP/0380/CONT/2018,DGOP/0380/CONT/2018,Nov 29 2018 12:00AM,74,,55,,Obra,1,55,Construcción
423,DGOP/0374/CONT/2018,DGOP/0374/CONT/2018,Nov 29 2018 12:00AM,616,,70,,Obra,1,70,Construcción
424,DGOP/0382/CONT/2018,DGOP/0382/CONT/2018,Dec  3 2018 12:00AM,785,,55,,Obra,1,55,Construcción
425,DGOP/0382/CONT/2018,DGOP/0382/CONT/2018,Dec  3 2018 12:00AM,617,,55,,Obra,1,55,Construcción
426,DGOP/0383/CONT/2018,DGOP/0383/CONT/2018,Dec  3 2018 12:00AM,55,,55,,Obra,1,55,Construcción
427,DGOP/0386/CONT/2018,DGOP/0386/CONT/2018,Dec  5 2018 12:00AM,505,726,56,,Obra,1,61,Construcción
428,DGOP/0387/CONT/2018,DGOP/0387/CONT/2018,Dec  5 2018 12:00AM,347,,72,,Obra,1,72,Construcción
429,DGOP/0388/CONT/2018,DGOP/0388/CONT/2018,Dec  5 2018 12:00AM,703,,55,,Obra,1,55,Construcción
430,DGOP/0389/CONT/2018,DGOP/0389/CONT/2018,Dec  5 2018 12:00AM,787,,70,,Obra,1,70,Construcción
431,DGOP/0390/CONT/2018,DGOP/0390/CONT/2018,Dec  5 2018 12:00AM,703,,70,,Obra,1,70,Construcción
432,DGOP/0391/CONT/2018,DGOP/0391/CONT/2018,Dec  5 2018 12:00AM,364,,72,,Obra,1,72,Construcción
433,DGOP/0392/CONT/2018,DGOP/0392/CONT/2018,Dec  5 2018 12:00AM,166,,72,,Obra,1,72,Construcción
434,DGOP/0393/CONT/2018,DGOP/0393/CONT/2018,Dec  5 2018 12:00AM,724,,68,,Obra,1,68,Construcción
435,DGOP/0394/CONT/2018,DGOP/0394/CONT/2018,Dec  5 2018 12:00AM,780,,79,,Obra,1,79,Construcción
436,DGOP/0395/CONT/2018,DGOP/0395/CONT/2018,Dec  5 2018 12:00AM,347,,72,,Obra,1,72,Construcción
