Id_Contrato_Fianza,Id_Contrato,Id_Fianza,Numero_Fianza,Fecha_Emision,Fecha_Recepcion,Nombre_Afianzadora,Fecha_Liberacion,Id_Contrato_Ampliacion,Descripcion_Fianza,Importe_Fianza,Observaciones_Fianza
18,0000000006,0000000002,1667915,2016-01-18 00:00:00,2016-01-18 00:00:00,"PRIMERO FIANZAS, S.A. DE C.V.",2017-01-18 00:00:00,,CUMPLIMIENTO,47062.47,
19,0000000006,0000000001,1667916,2016-01-18 00:00:00,2016-01-18 00:00:00,"PRIMERO FIANZAS, S.A. DE C.V.",2017-01-18 00:00:00,,30% ANTICIPO,141187.40,
20,0000000014,0000000001,III-484048-RC,2016-01-28 00:00:00,2016-01-28 00:00:00,"FIANZAS ATLAS, S.A.",2017-01-28 00:00:00,,30% ANTICIPO,62731.39,
21,0000000014,0000000002,III-484051-RC,2016-01-28 00:00:00,2016-01-28 00:00:00,"FIANZAS ATLAS, S.A.",2017-01-28 00:00:00,,CUMPLIMIENTO,20910.46,
22,0000000015,0000000002,III-484051-RC,2016-01-28 00:00:00,2016-01-28 00:00:00,"FIANZAS ATLAS, S.A.",2017-01-28 00:00:00,,CUMPLIMIENTO,20910.46,
23,0000000015,0000000001,III-484048-RC,2016-01-28 00:00:00,2016-01-28 00:00:00,"FIANZAS ATLAS, S.A.",2017-01-28 00:00:00,,30% ANTICIPO,62731.39,
24,0000000012,0000000002,4197-00192-5,2016-02-09 00:00:00,2016-02-09 00:00:00,"AFIANZADORA ASERTA, S.A. DE C,",2017-02-09 00:00:00,,CUMPLIMIENTO,20695.76,
25,0000000013,0000000002,4197-00192-5,2016-02-09 00:00:00,2016-02-09 00:00:00,"AFIANZADORA ASERTA, S.A. DE C.",2017-02-09 00:00:00,,CUMPLIMIENTO,20695.76,
28,0000000017,0000000002,88282867,2016-03-02 00:00:00,2016-03-02 00:00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,2017-03-02 00:00:00,,CUMPLIMIENTO,20428.55,
29,0000000017,0000000001,88282871,2016-03-02 00:00:00,2016-03-02 00:00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,2017-03-02 00:00:00,,30% ANTICIPO,61285.65,
30,0000000018,0000000001,88282871,2016-03-02 00:00:00,2016-03-02 00:00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,2017-03-02 00:00:00,,30% ANTICIPO,61286.65,
31,0000000018,0000000002,88282867,2016-03-02 00:00:00,2016-03-02 00:00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,2017-03-02 00:00:00,,CUMPLIMIENTO,20428.55,
32,0000000022,0000000001,88285463,2016-04-15 00:00:00,2016-04-15 00:00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,2017-04-15 00:00:00,,30% ANTICIPO,252195.30,
33,0000000022,0000000002,88285469,2016-04-15 00:00:00,2016-04-15 00:00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,2017-04-15 00:00:00,,CUMPLIMIENTO,84065.09,
34,0000000025,0000000002,88287447,2016-05-04 00:00:00,2016-05-04 00:00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,2017-05-04 00:00:00,,CUMPLIMIENTO,66856.51,
35,0000000025,0000000001,88287450,2016-05-04 00:00:00,2016-05-04 00:00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,2017-05-04 00:00:00,,ANTICIPO  OBRA,200569.55,
36,0000000026,0000000002,1990421,2016-05-04 00:00:00,2016-05-04 00:00:00,AFIANZADORA SOFIMEX S.A.,2017-05-04 00:00:00,,CUMPLIMIENTO,92857.09,
37,0000000026,0000000001,1990417,2016-05-04 00:00:00,2016-05-04 00:00:00,AFIANZADORA SOFIMEX S.A.,2017-05-04 00:00:00,,ANTICIPO 30%,278571.29,
38,0000000027,0000000002,III-486928-RC,2016-05-04 00:00:00,2016-05-04 00:00:00,FIANZAS ATLAS S.A.,2017-05-04 00:00:00,,CUMPLIMIENTO,91592.45,
39,0000000027,0000000001,III-486927-RC,2016-05-04 00:00:00,2016-05-04 00:00:00,FIANZAS ATLAS S.A.,2017-05-04 00:00:00,,ANTICIPO,274777.36,
40,0000000067,0000000002,88290562,2016-05-04 00:00:00,2016-05-04 00:00:00,CHUB DE MEXICO COMPAÑIA AFIAN,2017-05-04 00:00:00,,CUMPLIMIENTO,39269.42,
41,0000000067,0000000001,88290564,2016-05-04 00:00:00,2016-05-04 00:00:00,CHUB DE MEXICO COMPAÑIA AFIAN,2017-05-04 00:00:00,,ANTICIPO,117808.26,
42,0000000068,0000000002,88290562,2016-05-04 00:00:00,2016-05-04 00:00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,2017-05-04 00:00:00,,CUMPLIMIENTO,39269.42,
43,0000000068,0000000001,88290564,2016-05-04 00:00:00,2016-05-04 00:00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,2017-05-04 00:00:00,,ANTICIPO,117808.26,
44,0000000028,0000000001,1703763,2016-05-05 00:00:00,2016-05-05 00:00:00,ACA FIANZAS MONTERREY S.A.,2017-05-05 00:00:00,,ANTICIPO,335907.77,
45,0000000028,0000000002,1703767,2016-05-05 00:00:00,2016-05-05 00:00:00,ACA FIANZAS MONTERREY S.A.,2017-05-05 00:00:00,,CUMPLIMIENTO,111969.26,
46,0000000029,0000000001,88287354,2016-05-05 00:00:00,2016-05-05 00:00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,2017-05-05 00:00:00,,ANTICIPO,280679.20,
47,0000000029,0000000002,88287353,2016-05-05 00:00:00,2016-05-05 00:00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,2017-05-05 00:00:00,,CUMPLIMIENTO,93559.73,
48,0000000030,0000000002,1693074,2016-05-05 00:00:00,2016-05-05 00:00:00,PRIMERO FIANZAS S.A. DE C.V.,2017-05-05 00:00:00,,CUMPLIMIENTO,89872.05,
49,0000000031,0000000002,3270-01280-9,2016-05-05 00:00:00,2016-05-05 00:00:00,AFIANZADORA ASERTA S.A. DE C.V,2017-05-05 00:00:00,,CUMPLIMIENTO,67514.38,
50,0000000031,0000000001,3270-01279-7,2016-05-05 00:00:00,2016-05-05 00:00:00,AFIANZADORA ASERTA S.A. DE C.V,2017-05-05 00:00:00,,ANTICIPO,202543.14,
51,0000000032,0000000002,1693142,2016-05-05 00:00:00,2016-05-05 00:00:00,PRIMERO FIANZAS S.A. DE C.V.,2017-05-05 00:00:00,,CUMPLIMIENTO,123043.88,
52,0000000032,0000000001,1693141,2016-05-05 00:00:00,2016-05-05 00:00:00,PRIMERO FIANZAS S.A. DE C.V.,2017-05-05 00:00:00,,ANTICIPO,369131.65,
53,0000000033,0000000002,3344-00122-9,2016-05-09 00:00:00,2016-05-09 00:00:00,AFIANZADORA ASERTA S.A. DE C.V,2017-05-09 00:00:00,,CUMPLIMIENTO,113520.65,
54,0000000033,0000000001,3344-00121-2,2016-05-09 00:00:00,2016-05-09 00:00:00,AFIANZADORA ASERTA S.A. DE C.V,2017-05-09 00:00:00,,ANTICIPO,340578.17,
55,0000000034,0000000002,1991194,2016-05-09 00:00:00,2016-05-09 00:00:00,AFIANZADORA SOFIMEX S.A. DE C.,2017-05-09 00:00:00,,CUMPLIMIENTO,114959.10,
56,0000000034,0000000001,1991181,2016-05-09 00:00:00,2016-05-09 00:00:00,AFIANZADORA SOFIMEX S.A. DE C.,2017-05-09 00:00:00,,ANTICIPO,344877.30,
57,0000000035,0000000002,88288394,2016-05-17 00:00:00,2016-05-17 00:00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,2017-05-17 00:00:00,,CUMPLIMIENTO,99867.12,
58,0000000035,0000000001,88288391,2016-05-17 00:00:00,2016-05-17 00:00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,2017-05-17 00:00:00,,ANTICIPO,299601.35,
59,0000000036,0000000002,706657,2016-05-17 00:00:00,2016-05-17 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2017-05-17 00:00:00,,CUMPLIMIENTO,30232.13,
60,0000000036,0000000001,1706635,2016-05-17 00:00:00,2016-05-17 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2017-05-17 00:00:00,,ANTICIPO,90696.41,
61,0000000037,0000000002,1706657,2016-05-17 00:00:00,2016-05-17 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2017-05-17 00:00:00,,CUMPLIMIENTO,30232.13,
62,0000000037,0000000001,1706635,2016-05-17 00:00:00,2016-05-17 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2017-05-17 00:00:00,,ANTICIPO,90696.41,
63,0000000038,0000000002,170610,2016-05-20 00:00:00,2016-05-20 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2017-05-20 00:00:00,,CUMPLIMIENTO,36899.08,
64,0000000038,0000000001,1706815,2016-05-20 00:00:00,2016-05-20 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2017-05-20 00:00:00,,ANTICIPO,110697.24,
65,0000000039,0000000002,1706810,2016-05-20 00:00:00,2016-05-20 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2017-05-20 00:00:00,,CUMPLIMIENTO,36899.08,
66,0000000039,0000000001,1706815,2016-05-20 00:00:00,2016-05-20 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2017-05-20 00:00:00,,ANTICIPO,110697.24,
67,0000000040,0000000002,4143-01756-7,2016-05-18 00:00:00,2016-05-18 00:00:00,"AFIANZADORA ASERTA, S.A. DE C.",2017-05-18 00:00:00,,CUMPLIMIENTO,125588.66,
68,0000000040,0000000001,4143-01755-0,2016-05-18 00:00:00,2016-05-18 00:00:00,"AFIANZADORA ASERTA, S.A. DE C.",2017-05-18 00:00:00,,ANTICIPO,376765.99,
69,0000000041,0000000002,88288665,2016-05-18 00:00:00,2016-05-18 00:00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,2017-05-18 00:00:00,,CUMPLIMIENTO,28766.16,
70,0000000041,0000000001,88288663,2016-05-18 00:00:00,2016-05-18 00:00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,2017-05-18 00:00:00,,ANTICIPO,86298.47,
71,0000000042,0000000002,88288665,2016-05-18 00:00:00,2016-05-18 00:00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,2017-05-18 00:00:00,,CUMPLIMIENTO,28766.16,
72,0000000042,0000000001,88288663,2016-05-18 00:00:00,2016-05-18 00:00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,2017-05-18 00:00:00,,ANTICIPO,86298.47,
73,0000000043,0000000002,1709348,2016-05-18 00:00:00,2016-05-18 00:00:00,"PRIMERO FIANZAS, S.A. DE C.V.",2017-05-18 00:00:00,,CUMPLIMIENTO,23299.65,
74,0000000043,0000000001,1709349,2016-05-18 00:00:00,2016-05-18 00:00:00,"PRIMERO FIANZAS, S.A. DE C.V.",2017-05-18 00:00:00,,ANTICIPO,69898.96,
75,0000000044,0000000002,1709348,2016-05-18 00:00:00,2016-05-18 00:00:00,"PRIMERO FIANZAS, S.A. DE C.V.",2017-05-18 00:00:00,,CUMPLIMIENTO,23299.65,
76,0000000044,0000000001,1709349,2016-05-18 00:00:00,2016-05-18 00:00:00,"PRIMERO FIANZAS, S.A. DE C.V.",2017-05-18 00:00:00,,ANTICIPO,69898.96,
77,0000000045,0000000002,III-487507-RC,2016-05-18 00:00:00,2016-05-18 00:00:00,FIANZAS ATLAS S.A.,2017-05-18 00:00:00,,CUMPLIMIENTO,18869.83,
78,0000000045,0000000001,III-487505-RC,2016-05-18 00:00:00,2016-05-18 00:00:00,FIANZAS ATLAS S.A.,2017-05-18 00:00:00,,ANTICIPO,56609.50,
79,0000000046,0000000002,III-487507-RC,2016-05-18 00:00:00,2016-05-18 00:00:00,FIANZAS ATLAS S.A.,2017-05-18 00:00:00,,CUMPLIMIENTO,18869.83,
80,0000000046,0000000001,III-487505-RC,2016-05-18 00:00:00,2016-05-18 00:00:00,FIANZAS ATLAS S.A.,2017-05-18 00:00:00,,ANTICIPO,56609.50,
81,0000000048,0000000002,1693455,2016-05-23 00:00:00,2016-05-23 00:00:00,"PRIMERO FIANZAS, S.A. DE C.V.",2017-05-23 00:00:00,,CUMPLIMIENTO,29459.06,
82,0000000049,0000000002,1693455,2016-05-23 00:00:00,2016-05-23 00:00:00,PRIMERO FIANZAS S.A. DE C.V.,2017-05-23 00:00:00,,CUMPLIMIENTO,29459.06,
83,0000000050,0000000002,1994748,2016-05-23 00:00:00,2016-05-23 00:00:00,AFIANZADORA SOFIMEX S.A.,2017-05-23 00:00:00,,CUMPLIMIENTO,36624.05,
84,0000000050,0000000001,1994743,2016-05-23 00:00:00,2016-05-23 00:00:00,AFIANZADORA SOFIMEX S.A.,2017-05-23 00:00:00,,ANTICIPO,108972.16,
85,0000000051,0000000002,1994748,2016-05-23 00:00:00,2016-05-23 00:00:00,AFIANZADORA SOFIMEX S.A.,2017-05-23 00:00:00,,CUMPLIMIENTO,36324.05,
86,0000000051,0000000001,1994743,2016-05-23 00:00:00,2016-05-23 00:00:00,AFIANZADORA SOFIMEX S.A.,2017-05-23 00:00:00,,ANTICIPO,108972.16,
87,0000000052,0000000002,1708594,2016-05-26 00:00:00,2016-05-26 00:00:00,ACE FIANZAS MONTERREY S.A.,2017-05-26 00:00:00,,CUMPLIMIENTO,542028.06,
88,0000000052,0000000001,1708593,2016-05-26 00:00:00,2016-05-26 00:00:00,ACE FIANZAS MONTERREY S.A.,2017-05-26 00:00:00,,ANTICIPO,1626084.18,
89,0000000053,0000000002,1708747,2016-05-26 00:00:00,2016-05-26 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2017-05-26 00:00:00,,CUMPLIMIENTO,306157.58,
90,0000000053,0000000001,1708744,2016-05-26 00:00:00,2016-05-26 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2017-05-26 00:00:00,,ANTICIPO,918472.75,
91,0000000054,0000000002,1709852,2016-05-26 00:00:00,2016-05-26 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2017-05-26 00:00:00,,CUMPLIMIENTO,124232.35,
92,0000000054,0000000001,1709847,2016-05-26 00:00:00,2016-05-26 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2017-05-26 00:00:00,,ANTICIPO,372697.06,
93,0000000055,0000000002,88289911,2016-05-27 00:00:00,2016-05-27 00:00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,2017-05-27 00:00:00,,CUMPLIMIENTO,94886.68,
94,0000000055,0000000001,88289912,2016-05-27 00:00:00,2016-05-27 00:00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,2017-05-27 00:00:00,,ANTICIPO,284660.07,
95,0000000056,0000000002,1695278,2016-05-27 00:00:00,2016-05-27 00:00:00,PRIMERO FIANZAS S.A. DE C.V.,2017-05-27 00:00:00,,CUMPLIMIENTO,65995.18,
96,0000000056,0000000001,1635546,2016-05-27 00:00:00,2016-05-27 00:00:00,PRIMERO FIANZAS S.A. DE C.V.,2017-05-27 00:00:00,,ANTICIPO,197985.55,
97,0000000057,0000000002,88289462,2016-05-27 00:00:00,2016-05-27 00:00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,2017-05-27 00:00:00,,CUMPLIMIENTO,99994.49,
98,0000000057,0000000001,88289460,2016-05-27 00:00:00,2016-05-27 00:00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,2017-05-27 00:00:00,,ANTICIPO,299983.46,
99,0000000104,0000000002,88290050,2016-06-06 00:00:00,2016-06-06 00:00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,2017-06-06 00:00:00,,CUMPLIMIENTO,34830.98,
100,0000000104,0000000001,88290049,2016-06-06 00:00:00,2016-06-06 00:00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,2017-06-06 00:00:00,,ANTICIPO,104492.94,
101,0000000058,0000000002,10083-00293-8,2016-06-01 00:00:00,2016-06-01 00:00:00,"AFIANZADORA INSURGENTES, S.A.",2017-06-01 00:00:00,,CUMPLIMIENTO,79993.83,
102,0000000058,0000000001,10083-00291-0,2016-06-01 00:00:00,2016-06-01 00:00:00,"AFIANZADORA INSURGENTES, S.A.",2017-06-01 00:00:00,,ANTICIPO,239981.50,
103,0000000069,0000000002,1999126,2016-06-03 00:00:00,2016-06-03 00:00:00,AFIANZADORA SOFIMEX S.A.,2017-06-03 00:00:00,,CUMPLIMIENTO,214817.91,
104,0000000069,0000000001,1999081,2016-06-03 00:00:00,2016-06-03 00:00:00,AFIANZADORA SOFIMEX S.A.,2017-06-03 00:00:00,,ANTICIPO,644453.71,
105,0000000059,0000000002,88290639,2016-06-03 00:00:00,2016-06-03 00:00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,2017-06-03 00:00:00,,CUMPLIMIENTO,283024.62,
106,0000000059,0000000001,88290630,2016-06-03 00:00:00,2016-06-03 00:00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,2017-06-03 00:00:00,,ANTICIPO,849073.84,
107,0000000064,0000000002,4006-00089-9,2016-06-03 00:00:00,2016-06-03 00:00:00,"AFIANZADORA ASERTA, S.A. DE CV",2017-06-03 00:00:00,,CUMPLIMIENTO,199934.80,
108,0000000064,0000000001,4006-00088-0,2016-06-03 00:00:00,2016-06-03 00:00:00,"AFIANZADORA ASERTA, S.A. DE CV",2017-06-03 00:00:00,,ANTICIPO,599804.41,
109,0000000065,0000000002,1712768,2016-06-03 00:00:00,2016-06-03 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2017-06-03 00:00:00,,CUMPLIMIENTO,28469.55,
110,0000000065,0000000001,1712769,2016-06-03 00:00:00,2016-06-03 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2017-06-03 00:00:00,,ANTICIPO,85408.65,
111,0000000066,0000000002,1712768,2016-06-03 00:00:00,2016-06-03 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2017-06-03 00:00:00,,CUMPLIMIENTO,28469.55,
112,0000000066,0000000001,1712769,2016-06-03 00:00:00,2016-06-03 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2017-06-03 00:00:00,,ANTICIPO,85408.65,
113,0000000062,0000000001,4197-00225-0,2016-06-06 00:00:00,2016-06-06 00:00:00,"AFIANZADORA ASERTA, S.A. DE C.",2017-06-06 00:00:00,,ANTICIPO,1499933.01,
114,0000000062,0000000002,4197-00226-7,2016-06-06 00:00:00,2016-06-06 00:00:00,"AFIANZADORA ASERTA, S.A. DE C.",2017-06-06 00:00:00,,CUMPLIMIENTO,499977.67,
115,0000000061,0000000002,4197-00228-3,2016-06-06 00:00:00,2016-06-06 00:00:00,"AFIANZADORA ASERTA, S.A. DE C.",2017-06-06 00:00:00,,CUMPLIMIENTO,137245.40,
116,0000000061,0000000001,4197-00227-8,2016-06-06 00:00:00,2016-06-06 00:00:00,"AFIANZADORA ASERTA, S.A. DE C.",2017-06-06 00:00:00,,ANTICIPO,411736.22,
117,0000000070,0000000002,2038,2016-06-20 00:00:00,2016-06-20 00:00:00,ZURICH FIANZAS MEXICO S.A.,2017-06-20 00:00:00,,CUMPLIMIENTO,604832.28,
118,0000000070,0000000001,2037,2016-06-20 00:00:00,2016-06-20 00:00:00,ZURICH FIANZAS MEXICO S.A.,2017-06-20 00:00:00,,ANTICIPO,1814496.80,
119,0000000071,0000000002,III-488345-RC,2016-06-09 00:00:00,2016-06-09 00:00:00,FIANBZAS ATLAS S.A.,2017-06-09 00:00:00,,CUMPLIMIENTO,189916.01,
120,0000000071,0000000001,III-488344-RC,2016-06-09 00:00:00,2016-06-09 00:00:00,FIANBZAS ATLAS S.A.,2017-06-09 00:00:00,,ANTICIPO,569748.05,
121,0000000072,0000000002,4197-00230-4,2016-06-09 00:00:00,2016-06-09 00:00:00,"AFIANZADORA ASERTA, S.A. DE C.",2017-06-09 00:00:00,,CUMPLIMIENTO,225650.00,
122,0000000072,0000000001,4197-00229-2,2016-06-09 00:00:00,2016-06-09 00:00:00,"AFIANZADORA ASERTA, S.A. DE C.",2017-06-09 00:00:00,,ANTICIPO,676950.02,
123,0000000073,0000000002,III-488435-RC,2016-06-10 00:00:00,2016-06-10 00:00:00,"FIANZAS ATLAS, S.A.",2017-06-10 00:00:00,,CUMPLIMIENTO,59827.04,
124,0000000073,0000000001,III-488434-RC,2016-06-10 00:00:00,2016-06-10 00:00:00,"FIANZAS ATLAS, S.A.",2017-06-10 00:00:00,,ANTICIPO,179481.13,
125,0000000074,0000000002,4197-00232-4,2016-06-10 00:00:00,2016-06-10 00:00:00,"AFIANZADORA ASERTA, S.A. DE C.",2017-06-10 00:00:00,,CUMPLIMIENTO,137711.23,
126,0000000074,0000000001,4197-00231-7,2016-06-10 00:00:00,2016-06-10 00:00:00,"AFIANZADORA ASERTA, S.A. DE C.",2017-06-10 00:00:00,,ANTICIPO,413133.69,
127,0000000075,0000000002,88291230,2016-06-15 00:00:00,2016-06-15 00:00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,2017-06-15 00:00:00,,CUMPLIMIENTO,151592.16,
128,0000000075,0000000001,88291228,2016-06-15 00:00:00,2016-06-15 00:00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,2017-06-15 00:00:00,,ANTICIPO,454776.49,
129,0000000076,0000000002,III-488612-RC,2016-06-15 00:00:00,2016-06-15 00:00:00,"FIANZAS ATLAS, S.A. DE C.V.",2017-06-15 00:00:00,,CUMPLIMIENTO,366062.88,
130,0000000076,0000000001,III-488609-RC,2016-06-15 00:00:00,2016-06-15 00:00:00,"FIANZAS ATLAS, S.A. DE C.V.",2017-06-15 00:00:00,,ANTICIPO,1098188.66,
131,0000000077,0000000002,88291491,2016-06-15 00:00:00,2016-06-15 00:00:00,CHUBB DE MEXICO COMPAÑIA AF,2017-06-15 00:00:00,,CUMPLIMIENTO,198191.63,
132,0000000077,0000000001,88291490,2016-06-15 00:00:00,2016-06-15 00:00:00,CHUBB DE MEXICO COMPAÑIA AF,2017-06-15 00:00:00,,ANTICIPO,594574.89,
133,0000000078,0000000002,642827,2016-06-15 00:00:00,2016-06-15 00:00:00,FIANZAS DORAMA S.A.,2017-06-15 00:00:00,,CUMPLIMIENTO,327700.00,
134,0000000078,0000000001,643084,2016-06-15 00:00:00,2016-06-15 00:00:00,FIANZAS DORAMA S.A.,2017-06-15 00:00:00,,ANTICIPO,1638500.00,
137,0000000079,0000000002,88291417,2016-06-15 00:00:00,2016-06-15 00:00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,2017-06-15 00:00:00,,CUMPLIMIENTO,146330.69,
138,0000000079,0000000001,88291416,2016-06-15 00:00:00,2016-06-15 00:00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,2017-06-15 00:00:00,,ANTICIPO,438992.07,
139,0000000080,0000000002,III-488843-RC,2016-06-15 00:00:00,2016-06-15 00:00:00,"FIANZAS ATLAS, S.A.",2017-06-15 00:00:00,,CUMPLIMIENTO,54257.94,
140,0000000081,0000000002,88291354,2016-06-16 00:00:00,2016-06-16 00:00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,2017-06-16 00:00:00,,CUMPLIMIENTO,393301.21,
141,0000000081,0000000001,88291357,2016-06-16 00:00:00,2016-06-16 00:00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,2017-06-16 00:00:00,,ANTICIPO,1179903.64,
142,0000000082,0000000002,642703,2016-06-16 00:00:00,2016-06-16 00:00:00,FIANZAS DORAMA S.A.,2017-06-16 00:00:00,,CUMPLIMIENTO,1145162.99,
143,0000000082,0000000001,642703,2016-06-16 00:00:00,2016-06-16 00:00:00,FIANZAS DORAMA S.A.,2017-06-16 00:00:00,,ANTICIPO,1145162.99,
144,0000000083,0000000002,III-488607-RC,2016-06-16 00:00:00,2016-06-16 00:00:00,"FIANZAS ATLAS, S.A. DE C.V.",2017-06-16 00:00:00,,CUMPLIMIENTO,210500.91,
145,0000000083,0000000001,III-488606-RC,2016-06-16 00:00:00,2016-06-16 00:00:00,"FIANZAS ATLAS, S.A. DE C.V.",2017-06-16 00:00:00,,ANTICIPO,631502.72,
146,0000000084,0000000002,88291597,2016-06-20 00:00:00,2016-06-20 00:00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,2017-06-20 00:00:00,,CUMPLIMIENTO,176558.93,
147,0000000084,0000000001,88291600,2016-06-20 00:00:00,2016-06-20 00:00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,2017-06-20 00:00:00,,ANTICIPO,529676.81,
