Id_Recalendarizacion,Id_Contrato,No_Recalendarizacion,Tipo_Recalendarizacion,Fecha_Deposito,Dias_Recorrer,Fecha_Inicio_Recalendarizacion,Fecha_Termino_Recalendarizacion,Numero_Oficio_Contratista,Fecha_Oficio_Contratista,Numero_Oficio_Autorizacion,Fecha_Oficio_Autorizacion,Observaciones,Fecha_Inicio_Ultima_Anterior,Fecha_Termino_Ultima_Anterior
0000000184,0000000305,1,ANTICIPO,2018-10-26 00:00:00,33,2018-10-27 00:00:00,2019-01-22 00:00:00,S/N RECAL,2018-11-08 00:00:00,DGOP/DAyCFO/121/2018,2018-11-12 00:00:00,K 12/11/2018,2018-09-24 00:00:00,2018-12-20 00:00:00
0000000185,0000000306,1,ANTICIPO,2018-10-26 00:00:00,33,2018-10-27 00:00:00,2019-01-22 00:00:00,S/N RECAL,2018-11-08 00:00:00,DGOP/DAyCFO/121/2018,2018-11-12 00:00:00,K 12/11/2018,2018-09-24 00:00:00,2018-12-20 00:00:00
0000000186,0000000366,1,ANTICIPO,2018-11-05 00:00:00,14,2018-11-05 00:00:00,2018-12-15 00:00:00,S/N RECAL,2018-11-09 00:00:00,DGOP/DAyCFO/0322/2018,2018-11-12 00:00:00,K 12/11/2018,2018-10-22 00:00:00,2018-12-01 00:00:00
0000000187,0000000354,1,ANTICIPO,2018-10-09 00:00:00,23,2018-10-10 00:00:00,2018-12-03 00:00:00,S/N RECAL,2018-11-06 00:00:00,DGOP/DAyCFO/123/2018,2018-11-12 00:00:00,K 12/11//2018,2018-09-17 00:00:00,2018-11-10 00:00:00
0000000188,0000000355,1,ANTICIPO,2018-10-09 00:00:00,23,2018-10-10 00:00:00,2018-12-03 00:00:00,S/N RECALL,2018-11-06 00:00:00,DGOP/DAyCFO/0123/2018,2018-11-12 00:00:00,K 12/11/2018,2018-09-17 00:00:00,2018-11-10 00:00:00
0000000189,0000000372,1,ANTICIPO,2018-10-11 00:00:00,18,2018-10-12 00:00:00,2018-12-21 00:00:00,S/N RECAL,2018-10-19 00:00:00,DGOP/DAyCFO/124/2018,2018-10-26 00:00:00,K 13/11/2018,2018-09-24 00:00:00,2018-12-15 00:00:00
0000000190,0000000382,1,ANTICIPO,2018-11-08 00:00:00,18,2018-11-09 00:00:00,2018-12-21 00:00:00,S/N RECAL,2018-11-13 00:00:00,DGOP/DAyCFO/125/2018,2018-11-13 00:00:00,K 13/11/2018,2018-10-22 00:00:00,2018-12-15 00:00:00
0000000191,0000000387,1,ANTICIPO,2018-11-08 00:00:00,18,2018-11-09 00:00:00,2018-12-21 00:00:00,S/N RECAL,2018-11-12 00:00:00,DGOP/DAyCFO/126/2018,2018-11-14 00:00:00,K 14/11/2018,2018-10-22 00:00:00,2018-12-15 00:00:00
0000000192,0000000413,1,SITIO,2018-11-15 00:00:00,31,2018-10-04 00:00:00,2019-01-15 00:00:00,S/N RECAL,2018-10-30 00:00:00,DGOP/CT/REC/154/18,2018-11-06 00:00:00,POR RETRASO EN ENTREGA DE SITIO 
,2018-09-03 00:00:00,2018-12-15 00:00:00
0000000193,0000000420,1,ANTICIPO,2018-11-05 00:00:00,35,2018-11-05 00:00:00,2019-02-16 00:00:00,S/N RECAL,2018-11-08 00:00:00,DGOP/DAyCFO/127/2018,2018-11-15 00:00:00,K 15/11/2018,2018-10-01 00:00:00,2019-01-12 00:00:00
0000000194,0000000153,1,SITIO,2018-11-16 00:00:00,56,2018-08-20 00:00:00,2018-11-10 00:00:00,S/N RECAL ,2018-08-23 00:00:00,DGOP/CT/REC/130/18,2018-08-30 00:00:00,POR RETRASO EN ENTREGA DE SITIO 
,2018-06-25 00:00:00,2018-09-15 00:00:00
0000000195,0000000311,1,SITIO,2018-11-20 00:00:00,18,2018-10-05 00:00:00,2019-01-23 00:00:00,S/N RECAL,2018-10-11 00:00:00,DGOP/CT/REC/150/18,2018-10-18 00:00:00,POR RETRASO EN ENTREGA DE SITIO,2018-09-17 00:00:00,2019-01-05 00:00:00
0000000196,0000000351,1,SITIO,2018-11-20 00:00:00,24,2018-10-11 00:00:00,2018-11-06 00:00:00,S/N RECAL,2018-10-23 00:00:00,DGOP/CT/PR/152/18,2018-10-30 00:00:00,POR RETRASO EN ENTREGA DE SITIO ,2018-09-17 00:00:00,2018-10-13 00:00:00
0000000197,0000000291,1,SITIO,2018-11-20 00:00:00,0,2018-08-06 00:00:00,2018-10-06 00:00:00,S/N RECAL ,2018-10-02 00:00:00,DGOP/CT/REC/149/18,2018-10-09 00:00:00,POR RETRASO EN ENTREGA DE SITIO ,2018-08-06 00:00:00,2018-10-06 00:00:00
0000000198,0000000374,1,ANTICIPO,2018-11-08 00:00:00,11,2018-11-09 00:00:00,2019-02-13 00:00:00,S/N RECAL,2018-11-14 00:00:00,DGOP/DAyCFO/130/2018,2018-11-20 00:00:00,K 20/11/2018,2018-10-29 00:00:00,2019-02-02 00:00:00
0000000199,0000000414,1,ANTICIPO,2018-11-14 00:00:00,44,2018-10-31 00:00:00,2019-03-08 00:00:00,S/N RECAL,2018-11-14 00:00:00,DGOP/DAyCFO/128/2018,2018-11-20 00:00:00,K 20/11/2018,2018-09-17 00:00:00,2019-02-23 00:00:00
0000000200,0000000391,1,ANTICIPO,2018-11-08 00:00:00,25,2018-11-09 00:00:00,2019-02-04 00:00:00,S/N RECAL ,2018-11-15 00:00:00,DGOP/DAyCFO/129/2018,2018-11-20 00:00:00,K 20/11/2018,2018-10-15 00:00:00,2019-01-10 00:00:00
0000000201,0000000392,1,ANTICIPO,2018-11-08 00:00:00,25,2018-11-09 00:00:00,2019-02-04 00:00:00,S/N RECAL,2018-11-15 00:00:00,DGOP/DAyCFO/129/2018,2018-11-20 00:00:00,K 20/11/2018,2018-10-15 00:00:00,2019-01-10 00:00:00
0000000202,0000000393,1,ANTICIPO,2018-11-08 00:00:00,25,2018-11-09 00:00:00,2019-02-04 00:00:00,S/N RECAL,2018-11-15 00:00:00,DGOP/DAyCFO/129/2018,2018-11-20 00:00:00,K 20/11/2018,2018-10-15 00:00:00,2019-01-10 00:00:00
0000000203,0000000416,1,ANTICIPO,2018-07-05 00:00:00,25,2018-07-06 00:00:00,2018-09-12 00:00:00,S/N RECAL,2018-07-12 00:00:00,DGOP/DAyCFO/043/2018,2018-07-17 00:00:00,K 21/11/2018,2018-06-11 00:00:00,2018-08-18 00:00:00
0000000204,0000000339,1,SITIO,2018-11-22 00:00:00,31,2018-09-27 00:00:00,2018-12-18 00:00:00,S/N RECAL ,2018-10-02 00:00:00,DGOP/CT/REC/148/18,2018-10-09 00:00:00,POR RETRASO EN ENTREGA DE SITIO 
,2018-08-27 00:00:00,2018-11-17 00:00:00
0000000205,0000000430,1,SITIO,2018-11-22 00:00:00,25,2018-10-26 00:00:00,2019-01-21 00:00:00,S/N RECAL ,2018-11-01 00:00:00,DGOP/CT/REC/158/18,2018-11-08 00:00:00,POR RETRASO EN ENTREGA DE SITIO ,2018-10-01 00:00:00,2018-12-27 00:00:00
0000000206,0000000431,1,SITIO,2018-11-22 00:00:00,25,2018-10-26 00:00:00,2019-01-21 00:00:00,S/N RECAL ,2018-11-01 00:00:00,DGOP/CT/REC/158/18,2018-11-08 00:00:00,POR RETRASO EN ENTREGA DE SITIO ,2018-10-01 00:00:00,2018-12-27 00:00:00
0000000207,0000000307,1,SITIO,2018-11-22 00:00:00,18,2018-10-05 00:00:00,2019-01-16 00:00:00,S/N RECAL ,2018-10-10 00:00:00,DGOP/CT/REC/144/18,2018-10-17 00:00:00,POR RETRASO EN ENTREGA DE SITIO ,2018-09-17 00:00:00,2018-12-29 00:00:00
0000000208,0000000396,1,SITIO,2018-11-22 00:00:00,31,2018-11-01 00:00:00,2019-02-19 00:00:00,S/N RECAL ,2018-11-08 00:00:00,DGOP/CT/REC/160/18,2018-11-15 00:00:00,POR RETRASO EN ENTREGA DE SITIO ,2018-10-01 00:00:00,2019-01-19 00:00:00
0000000209,0000000454,1,ANTICIPO,2018-10-17 00:00:00,37,2018-10-17 00:00:00,2019-01-07 00:00:00,S/N,2018-10-24 00:00:00,DGOP/DAyCFO/0131/2018,2018-10-31 00:00:00,SE AUTORIZA RECALENDARIZACION ,2018-09-10 00:00:00,2018-12-01 00:00:00
0000000210,0000000291,2,SITIO,2018-11-24 00:00:00,57,2018-10-02 00:00:00,2018-12-02 00:00:00,S/N,2018-10-02 00:00:00,DGOP/CT/REC/0149/18,2018-10-09 00:00:00,SEGUN OFICIO DGOP/CT/REC/0149/18,2018-08-06 00:00:00,2018-10-06 00:00:00
0000000211,0000000482,1,ANTICIPO,2018-11-09 00:00:00,12,2018-11-10 00:00:00,2019-01-03 00:00:00,,2018-11-26 00:00:00,DGOP/ DAYCFO/0132/2018,2018-11-23 00:00:00,CLAU 26/11/2018,2018-10-29 00:00:00,2018-12-22 00:00:00
0000000212,0000000459,1,ANTICIPO,2018-11-08 00:00:00,25,2018-11-09 00:00:00,2019-02-04 00:00:00,S/N RECAL,2018-11-15 00:00:00,DGOP/DAyCFO/0133/2018,2018-11-22 00:00:00,K 288/11/2018,2018-10-15 00:00:00,2019-01-10 00:00:00
0000000213,0000000460,1,ANTICIPO,2018-11-08 00:00:00,25,2018-11-09 00:00:00,2019-02-04 00:00:00,S/N RECAL,2018-11-15 00:00:00,DGOP/DAyCFO/0133/2018,2018-11-22 00:00:00,K 28/11/2018,2018-10-15 00:00:00,2019-01-10 00:00:00
0000000214,0000000461,1,ANTICIPO,2018-11-08 00:00:00,25,2018-11-09 00:00:00,2019-02-04 00:00:00,S/N RECAL,2018-11-15 00:00:00,DGOP/DAyCFO/0133/2018,2018-11-22 00:00:00,K 28/11/2018,2018-10-15 00:00:00,2019-01-10 00:00:00
0000000215,0000000418,1,ANTICIPO,2018-11-16 00:00:00,28,2018-11-19 00:00:00,2019-04-19 00:00:00,S/N RECAL,2018-11-21 00:00:00,DGOP/DAyCFO/0135/2018,2018-11-28 00:00:00,K 28/11/2018,2018-10-22 00:00:00,2019-03-22 00:00:00
0000000216,0000000423,1,ANTICIPO,2018-11-06 00:00:00,16,2018-11-07 00:00:00,2018-12-10 00:00:00,S/N RECAL,2018-11-13 00:00:00,DGOP/DAyCFO/135/2018,2018-11-20 00:00:00,K 28/11/2018,2018-10-22 00:00:00,2018-11-24 00:00:00
0000000217,0000000475,1,ANTICIPO,2018-11-12 00:00:00,14,2018-11-12 00:00:00,2019-03-14 00:00:00,S/N RECAL,2018-11-16 00:00:00,DGOP/DAyCFO/136/2018,2018-11-23 00:00:00,K 28/11/2018,2018-10-29 00:00:00,2019-02-28 00:00:00
0000000218,0000000468,1,ANTICIPO,2018-11-21 00:00:00,10,2018-11-22 00:00:00,2019-02-12 00:00:00,S/N RECAL ,2018-11-26 00:00:00,DGOP/DAyCFO/0137/2018,2018-11-28 00:00:00,K 28/11/2018,2018-11-12 00:00:00,2019-02-02 00:00:00
0000000219,0000000488,1,ANTICIPO,2018-10-04 00:00:00,39,2018-10-05 00:00:00,2019-01-23 00:00:00,S/N RECAL,2018-10-11 00:00:00,DGOP/DAyCFO/138/2018,2018-10-18 00:00:00,K 04/12/2018,2018-08-27 00:00:00,2018-12-15 00:00:00
0000000220,0000000270,1,SITIO,2018-12-05 00:00:00,9,2018-08-29 00:00:00,2018-10-08 00:00:00,S/N RECAL ,2018-08-29 00:00:00,DGOP/CT/REC/135/18,2018-09-05 00:00:00,5/12/18,2018-08-20 00:00:00,2018-09-29 00:00:00
0000000221,0000000462,1,ANTICIPO,2018-11-21 00:00:00,10,2018-11-22 00:00:00,2019-02-12 00:00:00,S/N RECAL,2018-11-29 00:00:00,DGOP/DAyCFO/139/2018,2018-12-06 00:00:00,K 10/12/2018,2018-11-12 00:00:00,2019-02-02 00:00:00
0000000222,0000000469,1,ANTICIPO,2018-11-21 00:00:00,10,2018-11-22 00:00:00,2019-02-12 00:00:00,S/N RECAL ,2018-11-28 00:00:00,DGOP/DAyCFO/141/2018,2018-12-05 00:00:00,K 10/12/2018,2018-11-12 00:00:00,2019-02-02 00:00:00
0000000223,0000000470,1,ANTICIPO,2018-11-21 00:00:00,10,2018-11-22 00:00:00,2019-02-12 00:00:00,S/N RECAL ,2018-11-28 00:00:00,DGOP/DAyCFO/142/2018,2018-12-05 00:00:00,K 10/12/2018,2018-11-12 00:00:00,2019-02-02 00:00:00
0000000224,0000000474,1,ANTICIPO,2018-11-21 00:00:00,17,2018-11-22 00:00:00,2019-02-12 00:00:00,S/N RECAL,2018-11-29 00:00:00,DGOP/DAyCFO/140/2018,2018-12-06 00:00:00,k 18/12/2018,2018-11-05 00:00:00,2019-01-26 00:00:00
0000000225,0000000506,1,ANTICIPO,2018-12-20 00:00:00,11,2018-07-27 00:00:00,2018-10-17 00:00:00,,2018-12-20 00:00:00,DGOP/DAYCFO/062/2018,2018-12-20 00:00:00,SE AUTORIZA RECALENDARIZACION,2018-07-16 00:00:00,2018-10-06 00:00:00
0000000226,0000000494,1,ANTICIPO,2018-12-17 00:00:00,15,2018-12-18 00:00:00,2019-02-24 00:00:00,S/N RECAL,2018-12-24 00:00:00,DGOP/DAyCFO/144/2018,2018-12-31 00:00:00,K 03/01/2018,2018-12-03 00:00:00,2019-02-09 00:00:00
0000000227,0000000349,1,ANTICIPO,2018-12-14 00:00:00,82,2018-12-15 00:00:00,2019-02-24 00:00:00,S/N RECAL,2019-01-07 00:00:00,DGOP/DAyCFO/145/2018,2019-01-11 00:00:00,K 11/01/2018,2018-09-24 00:00:00,2018-12-04 00:00:00
0000000228,0000000553,1,ANTICIPO,2018-12-28 00:00:00,28,2018-12-31 00:00:00,2019-06-28 00:00:00,S/N RECAL ,2019-01-10 00:00:00,DGOP/DAyCFO/146/2018,2019-01-11 00:00:00,K 11/01/2019,2018-12-03 00:00:00,2019-05-31 00:00:00
0000000229,0000000551,1,ANTICIPO,2018-12-26 00:00:00,24,2018-12-27 00:00:00,2019-04-16 00:00:00,S/N RECAL ,2019-01-03 00:00:00,DGOP/DAyCFO/148/2018,2019-01-10 00:00:00,K 11/01/2019,2018-12-03 00:00:00,2019-03-23 00:00:00
0000000230,0000000514,1,ANTICIPO,2018-12-28 00:00:00,14,2018-12-31 00:00:00,2019-03-09 00:00:00,S/N RECAL,2019-01-09 00:00:00,DGOP/DAyCFO/149/2018,2019-01-11 00:00:00,K 11/01/2019,2018-12-17 00:00:00,2019-02-23 00:00:00
0000000231,0000000511,1,ANTICIPO,2018-12-28 00:00:00,19,2018-12-29 00:00:00,2019-04-25 00:00:00,S/N RECAL,2019-01-07 00:00:00,DGOP/DAyCFO/150/2018,2019-01-11 00:00:00,K 11/01/2019,2018-12-10 00:00:00,2019-04-06 00:00:00
0000000232,0000000512,1,ANTICIPO,2018-12-28 00:00:00,19,2018-12-29 00:00:00,2019-03-28 00:00:00,S/N RECAL,2019-01-04 00:00:00,DGOP/DAyCFO/147/2018,2019-01-11 00:00:00,K 22/01/2019,2018-12-10 00:00:00,2019-03-09 00:00:00
0000000233,0000000558,1,ANTICIPO,2018-12-28 00:00:00,12,2018-12-29 00:00:00,2019-04-18 00:00:00,S/N RECAL,2019-01-07 00:00:00,DGOP/DAyCFO/153/2018,2019-01-14 00:00:00,K 22/01/2019,2018-12-17 00:00:00,2019-04-06 00:00:00
0000000234,0000000559,1,ANTICIPO,2018-12-28 00:00:00,23,2019-01-02 00:00:00,2019-01-28 00:00:00,S/N RECAL,2019-01-08 00:00:00,DGOP/DAyCFO/152/2018,2019-01-15 00:00:00,K 22/01/2019,2018-12-10 00:00:00,2019-01-05 00:00:00
0000000235,0000000510,1,ANTICIPO,2018-12-28 00:00:00,19,2018-12-29 00:00:00,2019-04-25 00:00:00,S/N RECAL,2019-01-08 00:00:00,DGOP/DAyCFO/151/2018,2019-01-15 00:00:00,K 22/01/2019,2018-12-10 00:00:00,2019-04-06 00:00:00
0000000236,0000000487,1,SITIO,2019-01-24 00:00:00,21,2018-11-12 00:00:00,2019-04-12 00:00:00,S/N RECAL ,2018-11-16 00:00:00,DGOP/CT/REC/163/18,2018-11-23 00:00:00,24/01/19,2018-10-22 00:00:00,2019-03-22 00:00:00
0000000237,0000000493,1,ANTICIPO,2018-12-31 00:00:00,40,2019-01-02 00:00:00,2019-01-27 00:00:00,DGOP/DAyCFO/154/2018,2019-01-24 00:00:00,S/N RECAL,2019-01-29 00:00:00,k 29/01/2019,2018-11-23 00:00:00,2018-12-18 00:00:00
0000000238,0000000589,1,ANTICIPO,2018-12-10 00:00:00,21,2018-12-11 00:00:00,2019-07-06 00:00:00,S/N RECAL,2018-12-21 00:00:00,DGOP/DAyCFO/155/2018,2018-12-28 00:00:00,K 30/01/2019,2018-11-20 00:00:00,2019-06-15 00:00:00
0000000239,0000000552,1,SITIO,2019-01-30 00:00:00,33,2019-01-21 00:00:00,2019-03-05 00:00:00,S/N RECAL ,2019-01-23 00:00:00,DGOP/CT/REC/013/19,2019-01-29 00:00:00,POR RETRASO EN ENTREGA DE SITIO 
30/01/19,2018-12-19 00:00:00,2019-01-31 00:00:00
0000000240,0000000549,1,SITIO,2019-01-30 00:00:00,38,2019-01-17 00:00:00,2019-05-07 00:00:00,S/N RECAL ,2019-01-21 00:00:00,DGOP/CT/REC/07/19,2019-01-25 00:00:00,POR RETRASO EN LA ENTREGA DE SITIO
30/01/19,2018-12-10 00:00:00,2019-03-30 00:00:00
0000000241,0000000547,1,SITIO,2019-01-30 00:00:00,38,2019-01-17 00:00:00,2019-05-07 00:00:00,S/N RECAL ,2019-01-21 00:00:00,DGOP/CT/REC/010/19,2019-01-25 00:00:00,POR RETRASO EN ENTREGA DE SITIO 
30/01/19
,2018-12-10 00:00:00,2019-03-30 00:00:00
0000000242,0000000595,1,ANTICIPO,2018-11-21 00:00:00,10,2018-11-22 00:00:00,2019-02-12 00:00:00,S/N RECAL,2018-11-28 00:00:00,DGOP/DAyCFO/156/2018,2018-12-05 00:00:00,K 01/02/2019,2018-11-12 00:00:00,2019-02-02 00:00:00
0000000243,0000000593,1,ANTICIPO,2018-12-21 00:00:00,31,2018-12-21 00:00:00,2019-04-10 00:00:00,S/N RECAL,2018-12-24 00:00:00,DGOP/DAyCFO/157/2018,2019-01-02 00:00:00,K 01/02/2019,2018-11-20 00:00:00,2019-03-10 00:00:00
0000000244,0000000596,1,ANTICIPO,2018-12-31 00:00:00,8,2019-01-02 00:00:00,2019-02-24 00:00:00,S/N RECAL ,2019-01-08 00:00:00,DGOP/DAyCFO/158/2018,2019-01-15 00:00:00,K 01/02/2018,2018-12-24 00:00:00,2019-02-16 00:00:00
0000000245,0000000597,1,SITIO,2019-02-07 00:00:00,23,2019-01-09 00:00:00,2019-05-27 00:00:00,S/N RECAL ,2019-01-14 00:00:00,DGOP/CT/REC/04/19,2019-01-18 00:00:00,POR RETRASO EN ENTREGA DE SITIO 
7/02/19
,2018-12-17 00:00:00,2019-05-04 00:00:00
0000000246,0000000429,1,ANTICIPO,2018-11-05 00:00:00,14,2018-11-05 00:00:00,2018-12-08 00:00:00,S/N RECAL,2018-11-12 00:00:00,DGOP/DAyCFO/159/2018,2018-11-19 00:00:00,K 07/02/2018,2018-10-22 00:00:00,2018-11-24 00:00:00
